cbp_id,cbp_provider_id,cbp_provider_name,cbp_name,cbp_type,batch_id,batch_name,batch_start_date,batch_end_date,cbp_duration,cbp_rating,last_published_on,cbp_retired_on,cbp_status,resource_count,total_certificates_issued,cbp_substatus,data_last_generated_on
do_113940802911805440131,013568638827937792416,National Institute of Communication Finance,Exploring Costing Life Cycles,Course,"","","","",00:53:08,4.636363636363637,2024-01-31,"",Live,6,423,SentToPublish,2024-02-28 02:03:31 AM
do_1134206354827509761598,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Constitutional Provisions at Workplace,Course,"","","","",00:59:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134418379259166721975,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Basics of Public Policy Research,Course,"","","","",02:48:28,4.5,2023-04-21,"",Live,17,2727,Reviewed,2024-02-28 02:03:31 AM
do_1134517934094417921223,013415728943611904114,Steel Ministry of Steel,Preventive Vigilance,Course,"","","","",01:30:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1135005669510430721203,0133809553768366080,CBP Karmayogi,course for testing,Course,"","","","",00:30:00,"",2022-03-23,2022-03-23,Retired,3,"",Reviewed,2024-02-28 02:03:31 AM
do_11350841795825664016,0133809553768366080,CBP Karmayogi,upgrade_4_test,Course,"","","","",00:00:00,"","",2022-04-03,Retired,0,"","",2024-02-28 02:03:31 AM
do_11355376480027443215,0133872821604761600,Institute of Secretariat Training and Management,Public Administration,Course,"","","","",01:05:00,5.0,2022-07-12,"",Retired,2,7,Reviewed,2024-02-28 02:03:31 AM
do_113555072212344832131,0133872821604761600,Institute of Secretariat Training and Management,Pay Fixation,Course,"","","","",01:26:00,4.467300167691448,2022-07-12,"",Live,2,15068,Reviewed,2024-02-28 02:03:31 AM
do_113569360201383936135,01356511101954457641,National E-Governance Division NeGD,Change Management,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11359619765384806416,0133872821604761600,Institute of Secretariat Training and Management,"Development of Attitude, Knowledge, Skill for Holistic Transformation in Administration (DAKSHTA)",Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1136082215109263361283,01341208111149875242,Ministry of Power,NTPC Safety Framework - Hindi,Course,"","","","",00:40:49,4.516129032258065,2023-04-21,"",Live,2,188,SentToPublish,2024-02-28 02:03:31 AM
do_113658510132232192112,0133809553768366080,CBP Karmayogi,Course information 01-11-2022,Course,"","","","",00:42:46,"",2022-11-01,2022-11-01,Retired,6,"",SentToPublish,2024-02-28 02:03:31 AM
do_1137767240850309121169,01341208111149875242,Ministry of Power,Module 1 OT security,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138079010708275201144,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",NLD Services in Unified Licence,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113814186971127808181,0133872821604761600,Institute of Secretariat Training and Management,Operation and Maintinace And Sustainability,Course,"","","","",00:35:00,4.625,2023-06-09,"",Live,2,84,SentToPublish,2024-02-28 02:03:31 AM
do_113817678286897152170,013594775897538560248,Department of Posts,Pay and Accounts,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138218779293286401345,013422003222487040830,Indira Gandhi National Forest Academy,नदी और वेटलैंड्स,Course,"","","","",05:24:00,4.75,2023-07-13,"",Live,12,22,Reviewed,2024-02-28 02:03:31 AM
do_113847468254740480154,0134801498081607683527,National Academy of Direct Taxes NADT,Rajbhasha Varna Parichay,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138899960344494081173,0133809553768366080,CBP Karmayogi,Test course do not enroll,Course,"","","","",00:02:31,"",2023-09-24,"",Retired,2,3,SentToPublish,2024-02-28 02:03:31 AM
do_1138919127811194881247,013690365495009280364,Steel Authority of India Ltd,Unleashing Excellence: The Path to Outstanding Performance,Course,"","","","",01:15:00,4.323529411764706,2023-12-22,"",Live,7,230,SentToPublish,2024-02-28 02:03:31 AM
do_1138969680907796481358,013596173201997824229,Department of Investment and Public Asset Management,INDUCTION MODULE PART-1,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138984288385024001347,013594775897538560248,Department of Posts,PMA and Dashboard Monitoring,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139301654992896001153,0139019445209989122752,Indian School of Public Policy,Public Policy Writing,Course,"","","","",02:45:49,4.671532846715328,2023-11-24,"",Live,23,819,SentToPublish,2024-02-28 02:03:31 AM
do_113960767645777920119_rc,0134001680852664321,Capacity Building Commission,Leading The Karmayogi Way,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113412220438781952195,01341208111149875242,Ministry of Power,POWER DISTRIBUTION SECTOR FOR WORKMEN,Course,"","","","",06:42:00,5.0,2022-02-02,"",Retired,9,5,Reviewed,2024-02-28 02:03:31 AM
do_1134149348426383361279.img,01341208111149875242,Ministry of Power,GENERAL ARRANGEMENT OF BOILER COMPONENTS AND AUXILARIES.,Course,"","","","",00:52:00,"",2023-04-19,"",Draft,5,"",SentToPublish,2024-02-28 02:03:31 AM
do_1134596847718481921758,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,QUALITY &  6 SIGMA,Course,"","","","",01:25:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134665753696092161188,01341208111149875242,Ministry of Power,Steam Power Plant,Course,"","","","",00:00:00,"","",2022-02-03,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134992554987847681648,0133809553768366080,CBP Karmayogi,testing assessment,Course,"","","","",00:30:00,"",2022-03-21,"",Retired,1,0,Reviewed,2024-02-28 02:03:31 AM
do_11367764482603417619,0133809553768366080,CBP Karmayogi,testing_26,Course,"","","","",00:00:00,"","",2022-11-28,Retired,0,"","",2024-02-28 02:03:31 AM
do_1137151001330483201163,0133872821604761600,Institute of Secretariat Training and Management,29th Level-IV,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113783800207851520158,01341136245758361636,Department of Personnel and Training DoPT,Feedback Survey,Course,"","","","",00:04:25,"","","",Draft,0,"",SentToPublish,2024-02-28 02:03:31 AM
do_113799234838052864194.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Functions of Carrier Services Wing and Carrier Services in UL,Course,"","","","",00:40:47,"",2023-05-19,"",Draft,2,"",SentToPublish,2024-02-28 02:03:31 AM
do_1138027695653027841121,01373417051866726412130,Ministry of Railways,Process of clearance of Rolling stock  on Railway bridges,Course,"","","","",00:18:22,4.331877729257642,2023-08-25,"",Live,2,1477,SentToPublish,2024-02-28 02:03:31 AM
do_1138233678993653761452.img,0138078359387013121021,Indian School of Business,Evidence in Public Policy,Course,"","","","",04:56:14,"",2023-07-26,"",Draft,30,"","",2024-02-28 02:03:31 AM
do_113836742855507968149,013816946419662848850,Delhi Metro Rail Corporation,Monitoring System of Riding Quality of Metro Track,Course,"","","","",01:15:40,4.34375,2023-07-11,"",Live,5,118,SentToPublish,2024-02-28 02:03:31 AM
do_113853739744133120148.img,01382766158871756824460,Quality Council of India,Introduction: Basics of Project Management,Course,"","","","",01:30:00,"",2023-08-05,"",Draft,2,"",SentToPublish,2024-02-28 02:03:31 AM
do_113901960170414080143,0137984838412206082493,National institute of Health and Family Welfare,Cardio-Pulmonary Resuscitation (CPR) basics,Course,"","","","",01:12:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113910454862979072151,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",5G Core Architecture Part 1,Course,"","","","",00:50:00,4.63013698630137,2023-10-31,"",Live,3,341,SentToPublish,2024-02-28 02:03:31 AM
do_113980553494765568144,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Mobile Base Station and its Maintenance,Course,"","","","",02:14:11,4.698795180722891,2024-02-07,"",Live,26,537,SentToPublish,2024-02-28 02:03:31 AM
do_1134122937914327041177,01341211756679987273,Indian Institute of Public Administration,STRESS MANAGEMENT,Course,"","","","",01:54:45,4.541791107558995,2021-12-21,"",Live,17,154963,"",2024-02-28 02:03:31 AM
do_113467504895467520137,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Marathi,Course,"","","","",12:02:00,"","",2022-02-04,Retired,0,"","",2024-02-28 02:03:31 AM
do_113541782886744064162,013413016323874816106,SVPNPA,ODIA Course,Course,"","","","",11:57:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113620401950777344144,013618933546754048361,Government e Market Place(GeM),Registration of Buyers,Course,"","","","",01:38:20,4.589743589743589,2023-03-20,"",Live,16,500,"",2024-02-28 02:03:31 AM
do_11365764809954099218,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Power Plant Introduction and Maintainance,Course,"","","","",02:49:06,4.736752136752137,2023-09-27,"",Live,22,2911,SentToPublish,2024-02-28 02:03:31 AM
do_113693223133741056169,0133872821604761600,Institute of Secretariat Training and Management,Pensionary Benefits,Course,"","","","",00:55:00,4.412868632707775,2022-12-21,"",Live,2,2325,SentToPublish,2024-02-28 02:03:31 AM
do_1137539123124879361268,0136703857356308481117,Central Pollution Control Board,BIO-MEDICAL WASTE MANAGEMENT IN PRIMARY HEALTH CARE CENTERS,Course,"","","","",01:58:09,4.506024096385542,2023-03-31,"",Live,15,668,SentToPublish,2024-02-28 02:03:31 AM
do_113798539934646272148,0133809553768366080,CBP Karmayogi,001Testpurpose,Course,"","","","",00:09:20,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1138912017407508481207,013621597200834560442,National E-Governance Division (NEGD) DeitY Govt. of India,Change Management,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_11390116227570892813,013596952457666560294,Food Corporation of India (FCI),Movement Operations in FCI,Course,"","","","",00:22:54,4.552238805970149,2023-10-11,"",Live,6,2388,SentToPublish,2024-02-28 02:03:31 AM
do_1139274381103841281141,013618933546754048361,Government e Market Place(GeM),Beginner Course for GeM Buyer,Course,"","","","",03:36:00,4.882352941176471,2024-01-30,"",Live,20,80,SentToPublish,2024-02-28 02:03:31 AM
do_1139309758760468481187,01341136245758361636,Department of Personnel and Training DoPT,dfdsffgfhfhdgfhgj,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113970052441538560135,01358551122316492877,National Disaster Response Force (NDRF),Landslide-Disaster Response Training,Course,"","","","",00:45:00,"","","",Review,0,"",Reviewed,2024-02-28 02:03:31 AM
do_113970505446055936145,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",QoS in LTE Network,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113989755734892544147,0133783095823810560,Karmayogi Bharat,Sample Team Management Assessment,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134149286580224001333,01341208111149875242,Ministry of Power,SOLAR ENERGY,Course,"","","","",00:50:24,4.509090909090909,2021-12-19,"",Live,4,255,Reviewed,2024-02-28 02:03:31 AM
do_1134921857823211521556,01341289657531596898,Ministry of Agriculture and Farmers Welfare,PM KISAN Correction Module,Course,"","","","",00:20:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113603895652089856183,01341208111149875242,Ministry of Power,NTPC Safety Framework,Course,"","","","",00:00:00,"","",2022-08-22,Retired,0,"","",2024-02-28 02:03:31 AM
do_1136287711712870401693,0133809553768366080,CBP Karmayogi,10-Days of Machine Learning,Course,"","","","",00:07:00,"",2022-09-20,2022-09-27,Retired,2,6,SentToPublish,2024-02-28 02:03:31 AM
do_1137052649301524481101,0137051224169267202235,Indian Railways Institute of Electrical Engineering Nashik (IRIEEN),hvcb part1,Course,"","","","",00:00:00,"","",2023-01-10,Retired,0,"","",2024-02-28 02:03:31 AM
do_1137426927214100481194.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",5G Link Budget Analysis part 1,Course,"","","","",01:17:11,"",2023-09-24,"",Draft,10,"",Reviewed,2024-02-28 02:03:31 AM
do_1138069843864289281150,0133809553768366080,CBP Karmayogi,course_May30,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113817068437323776152,01341136245758361636,Department of Personnel and Training DoPT,CSS Level F: Deputy Secretary,Program,"","","","",35:38:43,4.428571428571429,2023-07-03,"",Live,169,0,Reviewed,2024-02-28 02:03:31 AM
do_1138933435909816321260,013568638827937792416,National Institute of Communication Finance,Operating Environment of Working Capital,Course,"","","","",00:33:02,4.543859649122807,2023-09-29,"",Live,5,884,SentToPublish,2024-02-28 02:03:31 AM
do_113895822238343168131,013616592545947648401,Sashastra Seema Bal (SSB),Earthing  System,Course,"","","","",00:31:37,4.433873144399461,2023-10-03,"",Live,6,40468,SentToPublish,2024-02-28 02:03:31 AM
do_1138991282287329281486,013594775897538560248,Department of Posts,Post Office Monthly Income Scheme - Finacle Workflow,Course,"","","","",00:41:49,4.4261603375527425,2023-10-09,"",Live,14,1610,SentToPublish,2024-02-28 02:03:31 AM
do_11390692715612569612,013631090918367232577,RCVP Noronha Academy of Administration and Management (RCVPNAAM) Bhopal,COMMIT_Madhya Pradesh,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139266196919336961122,0139077787226685440,Dr Marri Chenna Reddy Human Resource Development Institute of Telangana,లక్ష్యం నిర్దేశించుకోవడం,Course,"","","","",00:45:00,4.851851851851852,2023-11-21,"",Live,2,455,SentToPublish,2024-02-28 02:03:31 AM
do_1139302802664079361156,013670010739474432915,Dr. R.S. Tolia Uttarakhand Academy of Administration - Uttarakhand,COMMIT_Uttarakhand,Program,"","","","",20:20:00,4.462962962962963,2023-11-20,"",Live,86,747,Reviewed,2024-02-28 02:03:31 AM
do_113962746061545472140,013631090918367232577,RCVP Noronha Academy of Administration and Management (RCVPNAAM) Bhopal,Testing course,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_11397978308140236819,01356645047619584046,Mahatma Gandhi State Institute of Public Administration Punjab,MGSIPA - Programme on Emerging Technologies,Program,"","","","",03:50:32,"","","",Review,0,"",InReview,2024-02-28 02:03:31 AM
do_113991148733603840167,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),ERP SAP-REM MODULE,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113991333157560320192,01341136245758361636,Department of Personnel and Training DoPT,Test 1 for,Curated Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134262586202439681104,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Creating and Running an Online Course,Course,"","","","",02:28:07,"","",2021-12-08,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134596174315601921719,01341209094833766448,Ministry of Skill Development and Entrepreneurship,Employability & Entrepreneurship - Hindi,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134674886557532161253,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Marathi,Course,"","","","",12:02:00,"","",2022-02-04,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135019839599001601690,0133809553768366080,CBP Karmayogi,Assesment course1226,Course,"","","","",01:03:23,"",2022-05-26,2022-05-26,Retired,4,0,Reviewed,2024-02-28 02:03:31 AM
do_113554388315414528118,0134568228588257282,Ministry of Railways,Ultrasonic Flaw Detection of Rail and Rail-Weld,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113593334784507904156,0134913087249776646170,Ministry of Mines,Mineral Potential,Course,"","","","",03:31:21,4.583333333333333,2023-03-27,"",Live,27,44,SentToPublish,2024-02-28 02:03:31 AM
do_113598963949133824140.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Information Security Basics,Course,"","","","",08:14:42,"",2022-08-15,"",Draft,31,"",SentToPublish,2024-02-28 02:03:31 AM
do_11371715601701273612,0133872821604761600,Institute of Secretariat Training and Management,66th Level IIi Assessment,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113727773750583296134,0135997900135055367644,Defence Accounts Department (DAD),Artificial Intelligence Powered Grievance Handling Application,Course,"","","","",00:16:32,4.4298245614035086,2023-08-17,"",Live,3,3612,SentToPublish,2024-02-28 02:03:31 AM
do_113795861869379584160,01365658380813107233,Defence Headquarters Training Institute (DHTI),COMPLAINTS,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_11382683833033523212,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),CDOT MAX NG (CACU) OVERVIEW,Course,"","","","",00:33:27,4.676056338028169,2023-07-04,"",Live,3,347,SentToPublish,2024-02-28 02:03:31 AM
do_1138608074103603201104,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),योग अभिमुल्यन कार्यक्रम - (हिंदी),Course,"","","","",03:36:47,"","","",Draft,0,"",Reviewed,2024-02-28 02:03:31 AM
do_11387138834183782415,0133809553768366080,CBP Karmayogi,Offline blended program,Blended Program,"","","","",00:00:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1139033034594467841101,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,NTPC_SAFETY HIRAC - English,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113913297294409728181,0134801498081607683527,National Academy of Direct Taxes NADT,HRMS and SPARROW Application,Course,"","","","",04:53:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_11392673956640358413.img,0139077787226685440,Dr Marri Chenna Reddy Human Resource Development Institute of Telangana,నాయకత్వం,Course,"","","","",01:17:00,"",2023-11-21,"",Draft,5,"",InReview,2024-02-28 02:03:31 AM
do_11393727026437324813,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),WHO mYoga - 10 Minute Yoga Protocol (English),Course,"","","","",00:11:43,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113945737064710144193,0134001680852664321,Capacity Building Commission,Nation Branding,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1134128579081256961230,0133782666818437120,iGoT,Social Policy(Governance) and Labour Migration,Course,"","","","",02:05:00,"","",2021-11-19,Retired,0,"","",2024-02-28 02:03:31 AM
do_113429946228473856119,013413016323874816106,SVPNPA,Bengali course 1,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113506359774371840111,0133809553768366080,CBP Karmayogi,testcourseafter3.9,Course,"","","","",00:00:00,"","",2022-07-21,Retired,0,"","",2024-02-28 02:03:31 AM
do_1136257931397775361425,013618933546754048361,Government e Market Place(GeM),Introduction to Sellers and Service Provider,Course,"","","","",00:05:27,4.52165725047081,2024-02-21,"",Live,2,4664,SentToPublish,2024-02-28 02:03:31 AM
do_1136287503458631681689,0133872821604761600,Institute of Secretariat Training and Management,Preparation of Cabinet Notes,Course,"","","","",05:10:00,4.626760563380282,2023-01-23,"",Live,2,1988,SentToPublish,2024-02-28 02:03:31 AM
do_113759620751278080116,0133782666818437120,iGoT,International Passenger Facilitation and Baggage Rules,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113817769407610880170,013594775897538560248,Department of Posts,BIMA DEeP Prarambh,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138667074154496001196,013856570457464832252,"National Academy of Customs, Indirect Taxes and Narcotics (NACIN)",Return Filing under GST,Course,"","","","",00:58:03,4.473429951690822,2023-08-22,"",Live,3,1621,SentToPublish,2024-02-28 02:03:31 AM
do_11389136619832115214_rc,0134801498081607683527,National Academy of Direct Taxes NADT,DEMO1234567,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138913862416056321239,013690365495009280364,Steel Authority of India Ltd,Developing Awareness on ESG Issues,Course,"","","","",00:57:41,4.3924050632911396,2023-11-06,"",Live,11,393,SentToPublish,2024-02-28 02:03:31 AM
do_1138934711295672321269,013568638827937792416,National Institute of Communication Finance,Total Quality Management,Course,"","","","",00:48:12,"","","",Retired,0,"",SentToPublish,2024-02-28 02:03:31 AM
do_113918180209860608147,013812729727492096232,National Academy of Indian Railways (NAIR),PM Gatishakti -Indian Railway,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113933107460571136119,01341136245758361636,Department of Personnel and Training DoPT,commit bengal,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134122681852477441192,0133782666818437120,iGoT,Participatory Management & Community Mobilisation,Course,"","","","",02:22:00,"","",2022-02-17,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134150218688757761357,013415020393635840111,Department of Telecommunications DOT,Retirement Planning for Government Employees,Course,"","","","",01:49:47,4.5754716981132075,2022-01-15,"",Live,9,615,Reviewed,2024-02-28 02:03:31 AM
do_113465440544178176144,0133872821604761600,Institute of Secretariat Training and Management,Handling Central Administrative Tribunal (CAT) Cases,Course,"","","","",01:19:00,4.519230769230769,2022-07-11,"",Live,2,1205,Reviewed,2024-02-28 02:03:31 AM
do_1134673694788976641170,01341208111149875242,Ministry of Power,Wind Energy,Course,"","","","",00:55:14,4.475,2022-02-08,"",Live,6,212,Reviewed,2024-02-28 02:03:31 AM
do_11353275522062745611,0133809553768366080,CBP Karmayogi,CBP_EDIT_Issue,Course,"","","","",01:00:00,"",2022-05-08,2022-05-08,Retired,6,0,Reviewed,2024-02-28 02:03:31 AM
do_11353448377580748816,0134568228588257282,Ministry of Railways,CRS Sanction,Course,"","","","",00:40:49,4.666666666666667,2022-07-07,"",Live,6,63,"",2024-02-28 02:03:31 AM
do_113653405932003328144,0133872821604761600,Institute of Secretariat Training and Management,Test 1,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113798598171828224153,01341136245758361636,Department of Personnel and Training DoPT,Personal and Professional Effectiveness,Course,"","","","",01:30:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113813425136852992142,0133809553768366080,CBP Karmayogi,1Trialtesting,Course,"","","","",00:13:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113813561229090816192,0133809553768366080,CBP Karmayogi,DAKSHTA for Young Professionals,CuratedCollections,"","","","",00:00:00,"",2023-06-08,"",Live,199,"","",2024-02-28 02:03:31 AM
do_1138240011555962881449,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),FTTH OLT (Optical Line Terminal),Course,"","","","",00:20:15,4.601340033500837,2023-07-04,"",Live,3,14663,SentToPublish,2024-02-28 02:03:31 AM
do_113829125992759296153,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Network Function Virtualisation in 5G,Course,"","","","",01:12:26,4.578947368421052,2023-07-02,"",Live,10,109,SentToPublish,2024-02-28 02:03:31 AM
do_113838068864843776176,0138191431568424961875,Haryana Institute of Public Administration,Training Programme on eOffice,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113857383571841024173,01341136245758361636,Department of Personnel and Training DoPT,Calender for training state psc,Program,"","","","",07:57:39,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11390114048358809612,01341136245758361636,Department of Personnel and Training DoPT,Presentation Skills,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113907517474324480116,01341136245758361636,Department of Personnel and Training DoPT,programme sample,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113950816010862592146,0134001680852664321,Capacity Building Commission,Nation Branding,Course,"","","","",03:06:02,4.742857142857143,2024-01-31,"",Live,33,128,SentToPublish,2024-02-28 02:03:31 AM
do_1134188245534638081539,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Advanced Course on Registration in GST,Course,"","","","",05:25:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113492213801254912175,01341289657531596898,Ministry of Agriculture and Farmers Welfare,PM KISAN EKYC,Course,"","","","",00:10:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_11353375340309708813,0133809553768366080,CBP Karmayogi,Test course,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113568664724357120132,01356511101954457641,National E-Governance Division NeGD,Change Management,Course,"","","","",03:10:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1136046921685073921121,0134568228588257282,Ministry of Railways,Role of civil Engineering,Course,"","","","",01:03:42,4.5,2023-02-06,"",Live,8,179,SentToPublish,2024-02-28 02:03:31 AM
do_113693777793032192193,0133872821604761600,Institute of Secretariat Training and Management,Travelling Allowance,Course,"","","","",00:55:00,4.3509933774834435,2022-12-21,"",Live,2,3650,SentToPublish,2024-02-28 02:03:31 AM
do_113718600402976768120,0134001680852664321,Capacity Building Commission,test,Course,"","","","",00:00:00,"","",2023-02-09,Retired,0,"","",2024-02-28 02:03:31 AM
do_1137526316451102721384,01355681440917913657,Department for Promotion of Industry and Internal Trade,Test,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138397915832156161103,01375753040373350416159,National Water Academy Central Water Commission Pune,Namami Gange,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138410680715264001110,01341136245758361636,Department of Personnel and Training DoPT,ISB DIPEM Course,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113846077705707520128,0133809553768366080,CBP Karmayogi,crs to file upload 1600,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113847465783001088121,0134801498081607683527,National Academy of Direct Taxes NADT,NADT_iGOT y,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113936067358949376124,0133809553768366080,CBP Karmayogi,Curated program beta 2,Curated Program,"","","","",00:30:00,"",2023-11-28,"",Retired,2,2,Reviewed,2024-02-28 02:03:31 AM
do_113982553604268032180,01386650283604377619857,UpGrad,Python__L2,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134149459038371841349,01341208111149875242,Ministry of Power,Gender Sensitivity,Course,"","","","",00:59:00,4.576419213973799,2023-09-03,"",Live,6,1895,SentToPublish,2024-02-28 02:03:31 AM
do_1134612171454054401869.img,0134568228588257282,Ministry of Railways,Indian Railways - Role of Materials Management (English),Course,"","","","",00:36:00,"",2022-02-14,"",Draft,6,"",Reviewed,2024-02-28 02:03:31 AM
do_11350858662132121618,0133809553768366080,CBP Karmayogi,AprilProgram,Program,"","","","",01:10:10,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1136244485394186241283,0133809553768366080,CBP Karmayogi,Aflipbooktest,Course,"","","","",00:00:00,"","",2022-10-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_1136335833965117441792,0134001680852664321,Capacity Building Commission,Data Driven Decision Making for Government,Course,"","","","",02:30:30,3.3333333333333335,2023-02-14,"",Retired,7,9,SentToPublish,2024-02-28 02:03:31 AM
do_11363681521371545611022,0136364025461473287707,Microsoft,Microsoft Outlook,Course,"","","","",02:03:17,4.568047337278107,2023-06-15,"",Live,21,1351,SentToPublish,2024-02-28 02:03:31 AM
