cbp_id,cbp_provider_id,cbp_provider_name,cbp_name,cbp_type,batch_id,batch_name,batch_start_date,batch_end_date,cbp_duration,cbp_rating,last_published_on,cbp_retired_on,cbp_status,resource_count,total_certificates_issued,cbp_substatus,data_last_generated_on
do_113971180306751488110,01358551122316492877,National Disaster Response Force (NDRF),Tsunami-Disaster Response Training,Course,"","","","",00:45:00,"","","",Review,0,"",Reviewed,2024-02-28 02:03:31 AM
do_1134821734283919361209,0134086213264506888,World Bank,Supporting Small and Medium Enterprises (SMEs) in the Forest Sector: How can we do more? The rationale for a multi-sectoral approach,Course,"","","","",00:16:55,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_11353892143385804817.img,0134086213264506888,World Bank,Climate Change and Health,Course,"","","","",00:30:00,"",2022-06-29,"",Retired,2,"",Reviewed,2024-02-28 02:03:31 AM
do_11355365497079398415,01341209715000115258,RAKNPA,Kisan Vikas Patra,Course,"","","","",00:40:00,4.50253807106599,2023-03-23,"",Live,3,5033,SentToPublish,2024-02-28 02:03:31 AM
do_113565653176868864110,0134568228588257282,Ministry of Railways,"Bill Passing ,Imprest ,Accounts & Audit Inspection",Course,"","","","",00:50:10,"",2022-07-07,2022-08-18,Retired,7,0,Reviewed,2024-02-28 02:03:31 AM
do_1135798522447872001196,0134801498081607683527,National Academy of Direct Taxes NADT,............,Course,"","","","",00:00:00,"","",2022-07-22,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135956135816806401167,0133809553768366080,CBP Karmayogi,Program test,Program,"","","","",00:00:00,"","",2022-10-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_113657817221922816114,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Under Ground Cable in BSNL,Course,"","","","",01:22:28,4.72463768115942,2022-11-03,"",Live,9,1287,SentToPublish,2024-02-28 02:03:31 AM
do_1137178243285483521190,0133872821604761600,Institute of Secretariat Training and Management,66th Level III Assessment,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113762603284914176148,0134568228588257282,Ministry of Railways,Clearance of existing Railway bridges for higher axle loads,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113766739695353856162,0133809553768366080,CBP Karmayogi,Machine Learning New Course,Course,"","","","",00:17:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1137729336939806721123,01375753040373350416159,National Water Academy Central Water Commission Pune,Namami Gange,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113814138061455360187,0136364025461473287707,Microsoft,Cyber Security Basics,Course,"","","","",02:22:57,4.5,2023-06-14,"",Live,17,4159,SentToPublish,2024-02-28 02:03:31 AM
do_113831223044079616187,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Network Security Policy   Simplified,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_11383258922901504012,01341136245758361636,Department of Personnel and Training DoPT,WHY AI IS IMPORTANT,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113857245029695488199,013568638827937792416,National Institute of Communication Finance,STATUTORY AUDIT OF LIMITED COMPANIES,Course,"","","","",01:11:43,4.431034482758621,2023-08-18,"",Live,10,255,SentToPublish,2024-02-28 02:03:31 AM
do_1138580598890987521130,013816946419662848850,Delhi Metro Rail Corporation,Audio Frequency Track Circuit,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113957062476103680149,0136704096171786241003,Andhra Pradesh Human Resource Development Institute (APHRDI),COMMIT_Andhra(Telugu),Program,"","","","",17:11:00,4.6,2024-01-12,"",Live,71,3,Reviewed,2024-02-28 02:03:31 AM
do_113960632019869696118,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,Confined Space,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139974255206236161120,013812733720190976150,Indian Railway Institute Of Signal Engineering and Telecommunications (IRISET),Track circuit,Course,"","","","",01:40:14,"","","",Review,0,"",InReview,2024-02-28 02:03:31 AM
do_1134902489963233281529,01341208111149875242,Ministry of Power,Boiler Steam And Water Circulation System,Course,"","","","",01:09:38,4.833333333333333,2023-07-17,"",Live,9,68,SentToPublish,2024-02-28 02:03:31 AM
do_113558758316777472158,0133872821604761600,Institute of Secretariat Training and Management,Reform Intiatives of GOI- Hindi,Course,"","","","",01:00:00,4.6521739130434785,2023-04-13,"",Live,2,323,SentToPublish,2024-02-28 02:03:31 AM
do_11363716750940569611119,0136364025461473287707,Microsoft,Microsoft Teams,Course,"","","","",02:24:24,4.610169491525424,2023-05-22,"",Live,23,1454,SentToPublish,2024-02-28 02:03:31 AM
do_1137468121208668161228,01341081529829785612,Ministry of Rural Development,Road Safety Audit,Course,"","","","",15:20:00,4.28,2023-09-13,"",Retired,11,92,SentToPublish,2024-02-28 02:03:31 AM
do_113817024596615168141,0133809553768366080,CBP Karmayogi,Assessment_test_June13,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_11383265615013478417,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),Common Yoga Protocol- Maithili,Course,"","","","",00:51:53,4.642857142857143,2023-07-05,"",Live,2,164,SentToPublish,2024-02-28 02:03:31 AM
do_1138863921857740801117,013690365495009280364,Steel Authority of India Ltd,Fundamentals of Change Management,Course,"","","","",01:02:26,4.439024390243903,2023-09-25,"",Live,8,176,SentToPublish,2024-02-28 02:03:31 AM
do_113896402023391232175,013616592545947648401,Sashastra Seema Bal (SSB),Benefits of Cardiorespiratory endurance training,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113913297085071360181,0134801498081607683527,National Academy of Direct Taxes NADT,Human Resource Management System and SPARROW in Income Tax Department.,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113950835117621248145,01341136245758361636,Department of Personnel and Training DoPT,dssssssssssssssssssssssss,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113991825727266816197_rc,01341136245758361636,Department of Personnel and Training DoPT,Demo_Moderated,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11343045787875737615,013413016323874816106,SVPNPA,Bengali Language course 1,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134674541813923841199,0133872821604761600,Institute of Secretariat Training and Management,Judicial Review and Reading a Judgement,Course,"","","","",00:25:00,4.508670520231214,2023-04-06,"",Live,2,1827,SentToPublish,2024-02-28 02:03:31 AM
do_1135197046614179841278,0134568228588257282,Ministry of Railways,Trainset Technology,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1135326044785786881359,0134568228588257282,Ministry of Railways,TRACK TOLERANCE,Program,"","","","",00:00:00,"","",2022-05-24,Retired,0,"","",2024-02-28 02:03:31 AM
do_1136258909109616641481,0134001680852664321,Capacity Building Commission,Introduction to Emerging Technologies,Course,"","","","",02:20:32,4.564853782238049,2023-02-06,"",Live,36,257836,SentToPublish,2024-02-28 02:03:31 AM
do_113683292134785024143,01341136245758361636,Department of Personnel and Training DoPT,SBM testung,Course,"","","","",00:02:48,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1137774025637560321173,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,NTPC Kudgi,Course,"","","","",07:23:04,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11378164796326707218,01341136245758361636,Department of Personnel and Training DoPT,Zircon: The Billion year old mineral,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138197786196705281291,01364991683959193671,The Art of Living,jhgjfghffdfgd,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113851688138407936123,01364991683959193671,The Art of Living,sdsadfdfsfdd,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138623005481041921124,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Composition scheme for Goods and services,Course,"","","","",00:07:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138629220343808001164,01341136245758361636,Department of Personnel and Training DoPT,Mysuru ULB,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113873507577708544154,0133872821604761600,Institute of Secretariat Training and Management,दस्तावेज में सचिवालय का कामकाज,Course,"","","","",01:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113877846927974400145,01358435223144038470,Department of Rural Development (DRD),Essential Tools for Monitoring and Management for Everyone,Course,"","","","",05:42:39,4.5064935064935066,2023-09-18,"",Live,53,526,SentToPublish,2024-02-28 02:03:31 AM
do_113901362458402816111,0133809553768366080,CBP Karmayogi,Program crt,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113940095464456192129,01341136245758361636,Department of Personnel and Training DoPT,aaaaaaaaaaaa,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113387638455869440161,0133782666818437120,iGoT,Code of Conduct for Government Employees,Course,"","","","",00:24:00,"","",2021-10-14,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134674813840752641238,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,Marathi,Course,"","","","",12:02:00,"","",2022-02-04,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135146659671080961229,0133809553768366080,CBP Karmayogi,Survey link,Course,"","","","",01:23:00,"","",2022-10-18,Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_113574942995939328196,0133872821604761600,Institute of Secretariat Training and Management,सरकारी आवास,Course,"","","","",00:22:00,4.488888888888889,2022-07-12,"",Live,2,395,Reviewed,2024-02-28 02:03:31 AM
do_113574950002180096181,0133872821604761600,Institute of Secretariat Training and Management,Judicial Review and How to Read Judgement - Hindi,Course,"","","","",01:00:00,4.538461538461538,2023-04-12,"",Live,2,312,SentToPublish,2024-02-28 02:03:31 AM
do_113651347359571968125,01364991683959193671,The Art of Living,The Art of Living - Self Leadership,Course,"","","","",00:00:00,"","",2022-10-22,Retired,0,"","",2024-02-28 02:03:31 AM
do_1137277348012195841200,0133872821604761600,Institute of Secretariat Training and Management,Financial Effects of Penalties,Course,"","","","",00:22:00,4.5534351145038165,2023-02-07,"",Live,2,2547,SentToPublish,2024-02-28 02:03:31 AM
do_1137581763166863361325,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Types of Optical Fiber Cable and there Uses,Course,"","","","",00:39:06,4.595454545454546,2023-07-15,"",Live,4,3004,SentToPublish,2024-02-28 02:03:31 AM
do_1138113442611445761187,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),Yoga Break at Workplace,Course,"","","","",00:27:54,4.611012553052929,2023-06-05,"",Live,5,347031,SentToPublish,2024-02-28 02:03:31 AM
do_1138181964357222401322,013594775897538560248,Department of Posts,MG Module - 8 Soft Skill,Course,"","","","",00:42:38,4.7894736842105265,2023-06-15,"",Retired,5,222,SentToPublish,2024-02-28 02:03:31 AM
do_1138220456768552961320,01341136245758361636,Department of Personnel and Training DoPT,MISSION MALVIYA,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113836897941536768169,01341136245758361636,Department of Personnel and Training DoPT,Personal and Professional Effectiveness,Course,"","","","",01:35:00,4.620253164556962,2023-08-01,"",Live,6,1227,SentToPublish,2024-02-28 02:03:31 AM
do_113836923024818176163,01382283634502041611377,CISCO,Introduction to Cybersecurity,Course,"","","","",06:02:00,"","","",Review,0,"",Reviewed,2024-02-28 02:03:31 AM
do_113850866732122112118,01341136245758361636,Department of Personnel and Training DoPT,xxxxxxxxxxxx,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113878664788852736134,01341136245758361636,Department of Personnel and Training DoPT,vvvvvvvvvvv,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113935469568016384113,0133809553768366080,CBP Karmayogi,Course to recall beta,Course,"","","","",00:04:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139465906588057601131,0133783095823810560,Karmayogi Bharat,SAMARTH Blocks,Curated Program,"","","","",26:16:47,4.43859649122807,2024-01-30,"",Live,163,12,Reviewed,2024-02-28 02:03:31 AM
do_113986793865625600118,01358551122316492877,National Disaster Response Force (NDRF),Soft Tissue Injuries-Disaster Response Training,Course,"","","","",01:15:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_11346462873879347211203,013417348380262400189,NACIN National Academy of Customs Indirect Taxes and Narcotics,ODIA Course,Course,"","","","",11:57:00,"","",2022-01-31,Retired,0,"","",2024-02-28 02:03:31 AM
do_1134998331090944001652,0134915166832148486178,Department of Posts,parcel Test,Course,"","","","",00:00:00,"","",2022-03-22,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135221228953763841131,0134568228588257282,Ministry of Railways,Indian Railways - Leave Rules (Hindi),Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113555881239543808137,0133809553768366080,CBP Karmayogi,Course IGOT,Course,"","","","",01:23:00,"",2022-06-09,2022-06-09,Retired,2,"",Reviewed,2024-02-28 02:03:31 AM
do_113565835504582656118,0134568228588257282,Ministry of Railways,Introduction to functions and organization of accounts department,Course,"","","","",00:50:25,4.25,2023-02-06,"",Live,8,344,SentToPublish,2024-02-28 02:03:31 AM
do_11359612381120102411,0133872821604761600,Institute of Secretariat Training and Management,DAKSHTA,Program,"","","","",16:54:02,4.55,2023-01-23,"",Live,36,99,Reviewed,2024-02-28 02:03:31 AM
do_1136237672538193921270,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Test123456,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11364348200159641611413,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Power Plant,Program,"","","","",00:00:00,"","",2022-10-11,Retired,0,"","",2024-02-28 02:03:31 AM
do_113706604286468096141,0133809553768366080,CBP Karmayogi,Testing_08/06,Course,"","","","",00:04:00,"",2023-01-08,2023-01-08,Retired,2,1,SentToPublish,2024-02-28 02:03:31 AM
do_1138431772832399361192,01341136245758361636,Department of Personnel and Training DoPT,TIME MANAGEMENT,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138890861888880641162,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),IP Multimedia Subsystem (IMS) Part 1,Course,"","","","",01:02:35,4.556962025316456,2023-09-27,"",Live,14,399,SentToPublish,2024-02-28 02:03:31 AM
do_1138968568714444801345,013621597200834560442,National E-Governance Division (NEGD) DeitY Govt. of India,Change Management,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_11390698502676480017,0133809553768366080,CBP Karmayogi,Testing123,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113945727381250048172,01341136245758361636,Department of Personnel and Training DoPT,Building Competencies for Personal Excellence,Blended Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113953523345326080119_rc,013594851232989184292,Border Roads Organisation (BRO),Highway Engineering,Course,"","","","",01:00:00,"",2023-12-27,"",Live,2,"",SentToPublish,2024-02-28 02:03:31 AM
do_113981296576266240158,01390048849639833622,Land Ports Authority of India,Land Ports Authority Of India,Curated Program,"","","","",29:20:23,4.702127659574468,2024-02-05,"",Live,178,0,Reviewed,2024-02-28 02:03:31 AM
do_1134674929293885441264,0133872821604761600,Institute of Secretariat Training and Management,Sustainable Development Goals India Standing,Course,"","","","",02:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1135296429552435201258,0133809553768366080,CBP Karmayogi,Edit functionality 03 May,Course,"","","","",01:00:00,"","",2022-10-18,Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_1135459016075755521264,0134568228588257282,Ministry of Railways,Personal safety of Track Maintainer in Indian Railways,Course,"","","","",00:00:00,"","",2022-06-10,Retired,0,"","",2024-02-28 02:03:31 AM
do_113563116876808192173.img,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Lawful Interception Architecture of 5G,Course,"","","","",01:02:03,"",2022-06-19,"",Draft,7,"",Reviewed,2024-02-28 02:03:31 AM
do_113690425123274752141,0135997900135055367644,Defence Accounts Department (DAD),Budgetary System in Government,Course,"","","","",00:49:41,4.425096030729834,2024-02-16,"",Live,12,4365,InReview,2024-02-28 02:03:31 AM
do_113798550934421504175,013594775897538560248,Department of Posts,Gramin Dak Karmayogi,Course,"","","","",04:43:19,4.448226442135435,2023-08-01,"",Live,41,3878,SentToPublish,2024-02-28 02:03:31 AM
do_1138052365509918721142,013619587009298432517,Ministry of Housing and Urban Affairs (MoHUA),FSSM Orientation,Course,"","","","",02:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113826247743356928134,01341136245758361636,Department of Personnel and Training DoPT,MNRE TEST2,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113827501481672704120,0133872821604761600,Institute of Secretariat Training and Management,Interpersonal Skills,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113853006644797440135,0138467558964920325154,Harish Chandra Mathur Rajasthan Institute of Public Administration (HCMRIPA),Trainer Development Programme Calendar,Course,"","","","",00:10:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113855877900697600162,0133809553768366080,CBP Karmayogi,crs for file update test,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138665517300531201138,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),योग अभिमुल्यन कार्यक्रम - हिंदी,Course,"","","","",03:36:47,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1138963732882145281351,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Test Course PCM,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1139055650583183361109,013631090918367232577,RCVP Noronha Academy of Administration and Management (RCVPNAAM) Bhopal,COMMIT Madhya Pradesh,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113945113962356736158,0134001680852664321,Capacity Building Commission,Training S,Course,"","","","",00:06:21,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113975613208264704173,013890734488625152733,Central Board of Indirect Taxes and Customs(CBIC),"Demands under CGST Act, 2017",Course,"","","","",00:55:00,4.636363636363637,2024-01-31,"",Live,5,200,SentToPublish,2024-02-28 02:03:31 AM
do_1134122081611939841114,01361377347006464012,POWERGRID CORPORATION OF INDIA LIMITED,Snippet Course - Transmission Line Towers,Course,"","","","",00:14:53,4.489051094890511,2023-09-16,"",Live,4,3702,Reviewed,2024-02-28 02:03:31 AM
do_113467516368257024123,0133872821604761600,Institute of Secretariat Training and Management,"Right to Information Act, 2005 - Part 1",Course,"","","","",00:45:00,4.470588235294118,2022-07-14,"",Retired,2,623,Reviewed,2024-02-28 02:03:31 AM
do_1134900056682905601470,0133809553768366080,CBP Karmayogi,Course for testing,Course,"","","","",01:00:00,"",2022-04-20,2022-04-21,Retired,2,"",Reviewed,2024-02-28 02:03:31 AM
do_1134997915870986241173,0133809553768366080,CBP Karmayogi,Assesment testing,Course,"","","","",01:00:00,"","",2022-10-18,Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_11352041935658188811,0133809553768366080,CBP Karmayogi,testeditcourse200422,Course,"","","","",01:01:01,"","",2022-07-21,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135458823854899201258,0133809553768366080,CBP Karmayogi,Course 260522,Course,"","","","",02:00:00,"","",2023-01-11,Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_1135883069627351041178,0134568228588257282,Ministry of Railways,Manual Maintenance of Track,Course,"","","","",00:51:30,"",2022-08-12,2022-08-20,Retired,4,0,SentToPublish,2024-02-28 02:03:31 AM
do_1137257312040468481195,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Knowledge of Payment Management System,Course,"","","","",00:24:17,4.594957983193277,2023-03-07,"",Live,3,6367,SentToPublish,2024-02-28 02:03:31 AM
do_1138425520754032641179,013568638827937792416,National Institute of Communication Finance,APPOINTMENT AND REMOVAL OF DIRECTORS,Course,"","","","",00:54:50,4.612903225806452,2023-07-25,"",Live,8,142,SentToPublish,2024-02-28 02:03:31 AM
do_11384369326436352013,0138191431568424961875,Haryana Institute of Public Administration,"Right to Service Act, Haryana, 2014",Course,"","","","",00:35:00,4.217391304347826,2023-07-21,"",Retired,2,79,SentToPublish,2024-02-28 02:03:31 AM
do_113846766907801600156,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),Common Yoga Protocol - Sindhi,Course,"","","","",00:51:53,4.688311688311688,2023-07-28,"",Live,2,339,SentToPublish,2024-02-28 02:03:31 AM
do_113953649829756928128,0139077787226685440,Dr Marri Chenna Reddy Human Resource Development Institute of Telangana,Batch 1 27-29 Dec 2023,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113960617750183936110,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,Road Safety,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113430438431105024129,013413016323874816106,SVPNPA,Bengali Language course 1,Course,"","","","",01:29:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11343113745682432019,013413016323874816106,SVPNPA,Bengali langyage course 1,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_11346443737476300811198,013422003222487040830,Indira Gandhi National Forest Academy,River and Wetlands,Course,"","","","",05:07:00,4.370588235294117,2023-07-04,"",Live,10,928,SentToPublish,2024-02-28 02:03:31 AM
do_113574971519000576192,0133872821604761600,Institute of Secretariat Training and Management,लोक प्रशासन,Course,"","","","",02:10:00,4.75,2022-07-12,"",Live,2,22,Reviewed,2024-02-28 02:03:31 AM
do_1135883179784601601205,0134568228588257282,Ministry of Railways,Rules Applying To Railway Servants Generally,Course,"","","","",01:05:35,"","",2022-08-19,Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_1136054210565652481159,0134568228588257282,Ministry of Railways,adsfadfasdf,Course,"","","","",00:00:00,"","",2022-08-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_11367748194439987214,0136045931518525447690,Indian Council of Forestry Research and Education,Nursery Techniques,Course,"","","","",04:05:00,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113683260838797312139,0133872821604761600,Institute of Secretariat Training and Management,Assessment of Pre-Classroom Training for Sr. PPS,Course,"","","","",01:40:00,5.0,2022-12-09,"",Retired,2,36,SentToPublish,2024-02-28 02:03:31 AM
do_1137150017426554881160,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Introduction to E-Office,Course,"","","","",00:30:55,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113816941516554240131,0133872821604761600,Institute of Secretariat Training and Management,Duties and responsibilites of Personal Assistant,Course,"","","","",00:13:55,4.483253588516747,2023-07-13,"",Live,2,925,SentToPublish,2024-02-28 02:03:31 AM
do_1138178522962739201116,013594775897538560248,Department of Posts,Lekha-DEeP - Dakshta,Course,"","","","",05:32:33,4.343283582089552,2023-06-23,"",Live,39,5861,SentToPublish,2024-02-28 02:03:31 AM
do_113846130494373888136,0133809553768366080,CBP Karmayogi,file upload 1800,Course,"","","","",00:04:34,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_113847491618299904175,0134801498081607683527,National Academy of Direct Taxes NADT,............,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1139056076651806721115,0134001680852664321,Capacity Building Commission,How To Write A Well Structured Research Report,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113932999393918976110,0133872821604761600,Institute of Secretariat Training and Management,Time Management,Course,"","","","",02:20:00,4.5,2024-01-31,"",Live,2,420,SentToPublish,2024-02-28 02:03:31 AM
do_113429913551536128133,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",Testing the platform,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1134822255127756801282,0134086213264506888,World Bank,Restoring Livelihoods with Psychosocial Support,Course,"","","","",00:57:23,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113568604839936000124,0134568228588257282,Ministry of Railways,LIMITATION OF USFD TESTING,Course,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_1135785352829583361138,0134801498081607683527,National Academy of Direct Taxes NADT,...............,Course,"","","","",00:00:00,"","",2022-07-11,Retired,0,"","",2024-02-28 02:03:31 AM
do_1135785742440366081145,0134568228588257282,Ministry of Railways,Organisation structure and functions of operating Management,Course,"","","","",00:30:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113591301758377984122,0134568228588257282,Ministry of Railways,PERSONAL SAFETY OF TRACK MAINTAINERS,Course,"","","","",00:07:30,"","","",Draft,0,"",InReview,2024-02-28 02:03:31 AM
do_1135947089900339201119,0133809553768366080,CBP Karmayogi,test program,Program,"","","","",00:00:00,"","",2022-10-18,Retired,0,"","",2024-02-28 02:03:31 AM
do_11364348316617932811414,0135346646711500804337,Bharat Sanchar Nigam Limited(BSNL),Power Plant,Course,"","","","",00:40:53,"","","",Retired,0,"",InReview,2024-02-28 02:03:31 AM
do_113665577276235776175,0133809553768366080,CBP Karmayogi,testupload-updated,Course,"","","","",00:00:01,"",2022-11-28,2022-11-28,Retired,2,1,SentToPublish,2024-02-28 02:03:31 AM
do_11372292543392153611,013417187944456192130,NTIPRIT,PM WANI,Course,"","","","",05:41:57,4.724137931034483,2023-02-03,"",Live,30,143,SentToPublish,2024-02-28 02:03:31 AM
do_113797903436259328152,01341136245758361636,Department of Personnel and Training DoPT,Conflict Management and Negotiation,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138120738899722241234,0137924892561899523,Morarji Desai National Institute of Yoga (MDNIY),Common Yoga Protocol English,Course,"","","","",00:54:44,4.676691729323308,2023-06-06,"",Live,10,708,SentToPublish,2024-02-28 02:03:31 AM
do_113848814622613504110,0133872821604761600,Institute of Secretariat Training and Management,VIKAS,Program,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_1138673539869573121167,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",6G IMT 2030 Framework by ITU,Course,"","","","",00:41:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113871655056564224112,0133809553768366080,CBP Karmayogi,Software development lifecycle,Blended Program,0138716725025669121,Batch B001,2023-10-01,2023-10-03,00:00:00,"",2023-08-29,"",Retired,2,0,SentToPublish,2024-02-28 02:03:31 AM
do_113872270690852864138,013758892812648448452,National Thermal Power Corporation (NTPC) Limited,NTPC_SAFETY,Course,"","","","",00:00:00,"","","",Retired,0,"","",2024-02-28 02:03:31 AM
do_113881471310700544172,013662683951005696787,"National Telecommunications Institute for Policy Research, Innovation and Training (NTIPRIT)",test,Blended Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
do_113901350560555008134,0133809553768366080,CBP Karmayogi,Test program 7787,Program,"","","","",00:00:00,"","","",Draft,0,"","",2024-02-28 02:03:31 AM
